transaction_id,customer_id,product_id,product_name,quantity,price_per_unit,total_price,transaction_date
3725bd0c-79c4-4c38-b440-ffe0413770e2,CUST088,PROD-0250,laptop,8,334.47,2675.76,2025-05-06
c963d148-104d-4f66-a3f1-b67e01d34690,CUST089,PROD-9683,headphones,1,238.45,238.45,2025-02-05
5e6364c6-30ac-49dd-8b5a-afef85a1282a,CUST091,PROD-5334,keyboard,9,459.17,4132.53,2025-05-20
84539813-4fee-4144-8d23-6555bc5074ac,CUST092,PROD-5304,mouse,6,197.38,1184.28,2025-04-16
7ecc040c-75ff-43f0-825b-7c5f1284b9d7,CUST093,PROD-6777,mouse,5,80.94,404.7,2025-01-15
d3861b58-1946-45d3-bdbb-a3af14dbad22,CUST094,PROD-3791,mouse,1,231.69,231.69,2025-03-22
d44f85e7-e2f8-4051-813c-66888f1b5be1,CUST095,PROD-3732,smartphone,2,171.28,342.56,2025-06-17
51d11bcd-5a23-454b-af38-d426476c4878,CUST096,PROD-4983,mouse,1,274.44,274.44,2025-02-25
9acba588-8397-4412-b118-bb71c707e77b,CUST097,PROD-4301,webcam,3,123.86,371.58,2025-05-31
bb9e5a02-2c2d-43c2-9951-8f87b63f83c6,CUST098,PROD-0886,laptop,8,179.35,1434.8,2025-01-08
45c190a8-a52b-40ce-a27b-585f1f2de275,CUST099,PROD-5384,laptop,5,338.33,1691.65,2025-05-22
c15648ff-df0d-4301-888c-ac4e5a9414b8,CUST101,PROD-1014,headphones,2,325.23,650.46,2025-04-12
4ca49aaf-6b94-4e09-a1cc-14b312bdf75f,CUST102,PROD-2964,headphones,2,23.01,46.02,2025-03-08
a358cb1d-be3f-4afd-8e96-ed9b5d158e44,CUST103,PROD-4918,webcam,6,267.09,1602.54,2025-02-23
